=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:14:27 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage,  NDBY, NONE
49082, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
49092, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
49102, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
49112, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
49122, -0.39, 26.00, 17.29, -0.47, STANDBY, NONE
49132, 0.00, 26.00, 17.31, -0.50, STANDBY, NONE
49142, -0.39, 26.00, 17.29, -0.47, STANDBY, NONE
49152, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
49162, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
49172, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
49182, 0.00, 26.00, 17.29, -0.47, STANDBY, NONE
49192, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
49202, -0.39, 26.00, 17.39, -0.50, STANDBY, NONE
49212, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
49222, 0.00, 26.00, 17.31, -0.50, STANDBY, NONE
49232, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
49242, -0.39, 26.00, 17.36, -0.50, STANDBY, NONE
49252, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
49262, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
49272, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
49282, 0.00, 26.00, 17.29, -0.47, STANDBY, NONE
49292, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
49302, -0.39, 26.00, 17.39, -0.50, STANDBY, NONE
49312, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
49323, 1.95, 25.00, 17.52, -0.44, STARTUP, NONE
49333, 2.34, 25.00, 17.57, -0.41, STARTUP, NONE
49343, 1.95, 26.00, 17.52, -0.47, STARTUP, NONE
49353, 2.34, 26.00, 17.52, -0.44, STARTUP, NONE
49363, 2.34, 26.00, 17.49, -0.41, STARTUP, NONE
49373, 2.34, 26.00, 17.52, -0.41, STARTUP, NONE
49383, 1.95, 27.00, 17.47, -0.41, STARTUP, NONE
49393, 2.34, 25.00, 17.52, -0.44, STARTUP, NONE
49403, 1.95, 26.00, 17.52, -0.44, STARTUP, NONE
49413, 2.34, 26.00, 17.52, -0.41, STARTUP, NONE
49423, 2.34, 26.00, 17.52, -0.44, STARTUP, NONE
49433, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49443, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
49453, 2.34, 26.00, 17.57, -0.41, STARTUP, NONE
49463, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49473, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
49483, 2.34, 25.00, 17.49, -0.44, STARTUP, NONE
49494, 1.95, 25.00, 17.52, -0.41, STARTUP, NONE
49504, 1.95, 27.00, 17.49, -0.41, STARTUP, NONE
49514, 2.34, 27.00, 17.49, -0.41, STARTUP, NONE
49524, 1.95, 25.00, 17.52, -0.44, STARTUP, NONE
49534, 1.95, 25.00, 17.55, -0.41, STARTUP, NONE
49544, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
49554, 1.95, 27.00, 17.52, -0.41, STARTUP, NONE
49564, 1.95, 25.00, 17.49, -0.41, STARTUP, NONE
49574, 1.95, 26.00, 17.55, -0.41, STARTUP, NONE
49584, 1.95, 25.00, 17.55, -0.41, STARTUP, NONE
49594, 2.34, 27.00, 17.44, -0.44, STARTUP, NONE
49604, 1.95, 25.00, 17.52, -0.34, STARTUP, NONE
49614, 2.34, 26.00, 17.52, -0.44, STARTUP, NONE
49624, 1.95, 26.00, 17.55, -0.37, STARTUP, NONE
49634, 1.95, 27.00, 17.52, -0.41, STARTUP, NONE
49644, 1.95, 27.00, 17.49, -0.41, STARTUP, NONE
49654, 1.95, 26.00, 17.60, -0.41, STARTUP, NONE
49664, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49674, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49684, 1.95, 27.00, 17.55, -0.41, STARTUP, NONE
49694, 2.34, 27.00, 17.52, -0.41, STARTUP, NONE
49704, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
49714, 2.34, 26.00, 17.57, -0.44, STARTUP, NONE
49724, 2.34, 26.00, 17.57, -0.41, STARTUP, NONE
49734, 1.95, 25.00, 17.49, -0.44, STARTUP, NONE
49744, 1.95, 25.00, 17.55, -0.41, STARTUP, NONE
49754, 2.34, 26.00, 17.57, -0.44, STARTUP, NONE
49764, 2.34, 25.00, 17.55, -0.37, STARTUP, NONE
49774, 2.34, 26.00, 17.57, -0.41, STARTUP, NONE
49784, 1.95, 25.00, 17.52, -0.37, STARTUP, NONE
49794, 2.34, 25.00, 17.49, -0.41, STARTUP, NONE
49804, 1.95, 25.00, 17.52, -0.41, STARTUP, NONE
49814, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
49824, 1.56, 26.00, 17.55, -0.37, STARTUP, NONE
49835, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49845, 1.95, 26.00, 17.55, -0.41, STARTUP, NONE
49855, 2.34, 27.00, 17.47, -0.41, STARTUP, NONE
49865, 2.34, 26.00, 17.52, -0.37, STARTUP, NONE
49875, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
49885, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
49895, 2.34, 25.00, 17.52, -0.44, STARTUP, NONE
49905, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
49915, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
49925, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
49935, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
49945, 1.95, 26.00, 17.52, -0.41, STARTUP, NONE
49955, 2.34, 26.00, 17.52, -0.41, STARTUP, NONE
49965, 1.95, 26.00, 17.55, -0.44, STARTUP, NONE
49975, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
49985, 1.95, 26.00, 17.57, -0.44, STARTUP, NONE
49995, 2.34, 25.00, 17.52, -0.37, STARTUP, NONE
50006, 1.95, 25.00, 17.55, -0.44, STARTUP, NONE
50016, 1.95, 26.00, 17.52, -0.41, STARTUP, NONE
50026, 2.34, 26.00, 17.57, -0.37, STARTUP, NONE
50036, 1.95, 26.00, 17.55, -0.41, STARTUP, NONE
50046, 1.95, 26.00, 17.57, -0.41, STARTUP, NONE
50056, 2.34, 25.00, 17.52, -0.44, STARTUP, NONE
50066, 2.34, 26.00, 17.52, -0.41, STARTUP, NONE
50076, 1.95, 26.00, 17.52, -0.44, STARTUP, NONE
50086, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
50096, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
50106, 1.95, 26.00, 17.57, -0.37, STARTUP, NONE
50116, 2.34, 25.00, 17.52, -0.41, STARTUP, NONE
50126, 1.95, 25.00, 17.52, -0.41, STARTUP, NONE
50136, 1.95, 26.00, 17.55, -0.44, STARTUP, NONE
50146, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
50156, 1.95, 26.00, 17.55, -0.41, STARTUP, NONE
50166, 2.34, 25.00, 17.55, -0.37, STARTUP, NONE
50176, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
50186, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
50196, 2.34, 25.00, 17.55, -0.44, STARTUP, NONE
50206, 1.95, 26.00, 17.52, -0.41, STARTUP, NONE
50216, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
50226, 1.95, 25.00, 17.55, -0.37, STARTUP, NONE
50236, 2.34, 26.00, 17.55, -0.41, STARTUP, NONE
50246, 1.95, 26.00, 17.57, -0.44, STARTUP, NONE
50256, 2.34, 26.00, 17.55, -0.37, STARTUP, NONE
50266, 2.34, 26.00, 17.55, -0.44, STARTUP, NONE
50276, 2.73, 25.00, 17.52, -0.41, STARTUP, NONE
50286, 2.34, 26.00, 17.52, -0.41, STARTUP, NONE
50296, 1.95, 26.00, 17.55, -0.41, STARTUP, NONE
50306, 2.34, 26.00, 17.55, -0.37, STARTUP, NONE
50316, 1.95, 26.00, 17.49, 0.00, STARTUP, NONE
50326, 1.95, 26.00, 17.55, -0.37, STARTUP, NONE
50336, 1.95, 26.00, 17.49, -0.50, STARTUP, NONE
50347, 1.95, 25.00, 17.52, -0.37, STARTUP, NONE
50357, 1.56, 26.00, 17.65, -0.31, STARTUP, NONE
50367, 1.95, 26.00, 17.70, -0.44, STARTUP, NONE
50377, 1.56, 26.00, 17.65, -0.28, STARTUP, NONE
50387, 1.95, 26.00, 17.73, -0.03, STARTUP, NONE
50397, 1.56, 25.00, 17.68, -0.09, STARTUP, NONE
50407, 1.56, 26.00, 17.73, -0.03, STARTUP, NONE
50417, 1.56, 25.00, 17.68, 0.00, STARTUP, NONE
50427, 1.95, 25.00, 17.70, 0.00, STARTUP, NONE
50437, 1.56, 26.00, 17.73, 0.28, STARTUP, NONE
50447, 1.95, 26.00, 17.73, 0.06, STARTUP, NONE
50457, 1.56, 26.00, 17.75, 0.06, STARTUP, NONE
50467, 2.34, 26.00, 17.83, 0.09, RUN, NONE
50479, 59.38, 26.00, 14.47, 0.12, RUN, NONE
50489, 55.47, 26.00, 13.20, -0.03, RUN, NONE
50499, 52.73, 26.00, 12.40, 0.19, RUN, NONE
50509, 51.56, 26.00, 11.98, 0.31, RUN, NONE
50520, 50.00, 26.00, 11.67, 0.34, RUN, NONE
50530, 49.22, 27.00, 11.46, 0.31, RUN, NONE
50540, 48.05, 27.00, 11.26, 0.16, RUN, NONE
50550, 46.09, 26.00, 11.26, 0.25, RUN, NONE
50560, 45.31, 26.00, 11.15, 0.25, RUN, NONE
50570, 44.92, 26.00, 11.08, 0.22, RUN, NONE
50580, 44.53, 26.00, 10.90, 0.28, RUN, NONE
50590, 44.53, 26.00, 10.84, 0.28, RUN, NONE
50600, 44.53, 26.00, 10.84, 0.31, RUN, NONE
50610, 44.14, 25.00, 10.95, 0.37, RUN, NONE
50620, 44.14, 25.00, 10.95, 0.34, RUN, NONE
50630, 44.14, 26.00, 10.90, 0.53, RUN, NONE
50640, 44.14, 26.00, 10.84, 0.75, RUN, NONE
50650, 43.75, 26.00, 10.77, 0.47, RUN, NONE
50660, 43.75, 27.00, 10.79, 0.44, RUN, NONE
50669, 43.36, 26.00, 10.79, 0.47, RUN, NONE
50680, 43.75, 26.00, 10.79, 0.47, RUN, NONE
50690, 43.75, 26.00, 10.82, 0.78, RUN, NONE
50700, 44.14, 26.00, 10.77, 0.78, RUN, NONE
50710, 44.14, 25.00, 10.69, 0.59, RUN, NONE
50720, 43.36, 26.00, 10.71, 0.59, RUN, NONE
50731, 43.75, 26.00, 10.71, 0.59, RUN, NONE
50740, 43.75, 26.00, 10.64, 0.59, RUN, NONE
50750, 43.36, 26.00, 10.66, 0.59, RUN, NONE
50760, 45.31, 27.00, 10.69, 0.59, RUN, NONE
50770, 43.75, 26.00, 10.69, 0.63, RUN, NONE
50780, 43.36, 26.00, 10.66, 0.56, RUN, NONE
50790, 43.36, 25.00, 10.71, 0.53, RUN, NONE
50800, 43.36, 26.00, 10.66, 0.56, RUN, NONE
50810, 43.36, 26.00, 10.64, 0.56, RUN, NONE
50820, 44.53, 26.00, 10.66, 1.31, RUN, NONE
50830, 45.70, 26.00, 10.66, 1.22, RUN, NONE
50840, 45.70, 26.00, 10.61, 0.66, RUN, NONE
50850, 44.14, 26.00, 10.66, 0.78, RUN, NONE
50861, 43.75, 26.00, 10.64, 0.75, RUN, NONE
50871, 43.75, 26.00, 10.64, 0.75, RUN, NONE
50881, 43.75, 25.00, 10.69, 0.88, RUN, NONE
50891, 43.75, 26.00, 10.66, 1.00, RUN, NONE
50902, 43.36, 26.00, 10.66, 1.09, RUN, NONE
50911, 43.36, 26.00, 10.66, 0.72, RUN, NONE
50921, 43.36, 26.00, 10.79, 0.66, RUN, NONE
50931, 43.75, 26.00, 10.66, 0.69, RUN, NONE
50941, 43.36, 26.00, 10.66, 0.75, RUN, NONE
50951, 43.75, 26.00, 10.82, 0.81, RUN, NONE
50961, 43.36, 25.00, 10.66, 0.84, RUN, NONE
50971, 43.75, 26.00, 10.66, 0.97, RUN, NONE
50981, 43.36, 26.00, 10.64, 0.91, RUN, NONE
50991, 43.36, 26.00, 10.61, 0.81, RUN, NONE
51001, 45.31, 27.00, 10.66, 0.81, RUN, NONE
51011, 45.70, 26.00, 10.61, 0.75, RUN, NONE
51021, 45.31, 27.00, 10.66, 0.75, RUN, NONE
51032, 45.70, 27.00, 10.64, 0.81, RUN, NONE
51041, 43.36, 25.00, 10.82, 0.88, RUN, NONE
51051, 43.75, 26.00, 10.64, 0.88, RUN, NONE
51062, 43.36, 25.00, 10.64, 0.91, RUN, NONE
51072, 43.75, 25.00, 10.64, 0.88, RUN, NONE
51082, 43.36, 26.00, 10.58, 0.81, RUN, NONE
51092, 43.75, 26.00, 10.66, 0.81, RUN, NONE
51102, 43.36, 26.00, 10.69, 0.84, RUN, NONE
51112, 43.75, 25.00, 10.64, 0.81, RUN, NONE
51122, 43.36, 26.00, 10.69, 1.53, RUN, NONE
51132, 45.70, 25.00, 10.79, 1.03, RUN, NONE
51142, 43.75, 25.00, 10.69, 1.16, RUN, NONE
51152, 43.75, 26.00, 10.64, 1.09, RUN, NONE
51162, 43.36, 26.00, 10.79, 0.88, RUN, NONE
51172, 43.75, 26.00, 10.66, 0.91, RUN, NONE
51182, 43.36, 26.00, 10.64, 0.78, RUN, NONE
51192, 43.75, 25.00, 10.66, 0.88, RUN, NONE
51202, 43.36, 25.00, 10.66, 0.94, RUN, NONE
51212, 43.36, 26.00, 10.71, 1.19, RUN, NONE
51222, 43.75, 26.00, 10.64, 0.91, RUN, NONE
51232, 43.36, 26.00, 10.66, 0.88, RUN, NONE
51243, 43.36, 26.00, 10.66, 0.81, RUN, NONE
51252, 43.36, 26.00, 10.82, 0.94, RUN, NONE
51262, 43.75, 26.00, 10.79, 0.94, RUN, NONE
51272, 45.70, 26.00, 10.64, 0.88, RUN, NONE
51282, 45.31, 27.00, 10.66, 0.91, RUN, NONE
51292, 43.75, 25.00, 10.69, 0.81, RUN, NONE
51302, 43.36, 25.00, 10.77, 0.84, RUN, NONE
51312, 43.36, 26.00, 10.69, 0.84, RUN, NONE
51322, 43.36, 25.00, 10.87, 0.44, RUN, NONE
51332, 43.36, 26.00, 10.66, 0.94, RUN, NONE
51342, 45.70, 26.00, 10.66, 0.88, RUN, NONE
51352, 43.36, 26.00, 10.66, 0.97, RUN, NONE
51362, 44.92, 26.00, 10.71, 1.00, RUN, NONE
51373, 45.31, 25.00, 10.71, 0.88, RUN, NONE
51383, 44.14, 25.00, 10.71, 0.88, RUN, NONE
51393, 44.14, 26.00, 10.71, 1.00, RUN, NONE
51403, 43.75, 26.00, 10.77, 1.03, RUN, NONE
51412, 44.14, 25.00, 10.69, 0.88, RUN, NONE
51423, 43.36, 26.00, 10.69, 0.91, RUN, NONE
51433, 43.36, 25.00, 10.77, 0.91, RUN, NONE
51442, 43.75, 26.00, 10.77, 0.88, RUN, NONE
51452, 43.36, 26.00, 10.74, 0.91, RUN, NONE
51463, 43.36, 25.00, 10.90, 1.19, RUN, NONE
51473, 44.53, 26.00, 10.77, 1.19, RUN, NONE
51483, 43.75, 27.00, 10.64, 1.16, RUN, NONE
51493, 43.75, 26.00, 10.64, 0.94, RUN, NONE
51503, 43.36, 26.00, 10.66, 0.97, RUN, NONE
51513, 45.31, 26.00, 10.64, 0.88, RUN, NONE
51523, 43.36, 26.00, 10.66, 0.97, RUN, NONE
51533, 43.36, 25.00, 10.82, 0.94, RUN, NONE
51544, 43.36, 26.00, 10.66, 0.97, RUN, NONE
51554, 43.36, 26.00, 10.79, 0.94, RUN, NONE
51564, 43.36, 26.00, 10.77, 0.94, RUN, NONE
51574, 43.36, 25.00, 10.71, 0.91, RUN, NONE
51585, 43.75, 26.00, 10.77, 0.97, RUN, NONE
51594, 43.36, 26.00, 10.84, 0.88, RUN, NONE
51604, 43.36, 26.00, 10.74, 0.97, RUN, NONE
51614, 43.75, 26.00, 10.66, 0.91, RUN, NONE
51624, 43.36, 26.00, 10.69, 0.88, RUN, NONE
51634, 43.36, 26.00, 10.64, 1.37, RUN, NONE
51644, 43.36, 25.00, 10.79, 1.41, RUN, NONE
51654, 43.75, 26.00, 10.66, 1.44, RUN, NONE
51664, 45.70, 26.00, 10.66, 1.34, RUN, NONE
51673, 43.36, 25.00, 10.90, 1.06, RUN, NONE
51684, 43.36, 27.00, 10.69, 0.84, RUN, NONE
51694, 43.36, 25.00, 10.79, 0.84, RUN, NONE
51704, 43.36, 25.00, 10.66, 0.84, RUN, NONE
51714, 43.75, 26.00, 10.82, 0.88, RUN, NONE
51724, 43.36, 26.00, 10.71, 1.00, RUN, NONE
51734, 43.36, 26.00, 10.92, 1.19, RUN, NONE
51744, 43.75, 27.00, 10.79, 1.22, RUN, NONE
51755, 43.75, 26.00, 10.79, 0.88, RUN, NONE
51764, 43.36, 26.00, 10.66, 0.91, RUN, NONE
51774, 45.70, 26.00, 10.69, 0.88, RUN, NONE
51784, 45.70, 26.00, 10.66, 0.84, RUN, NONE
51794, 45.70, 27.00, 10.66, 0.88, RUN, NONE
51803, 45.70, 26.00, 10.66, 1.56, RUN, NONE
51814, 43.75, 26.00, 10.71, 0.81, RUN, NONE
51824, 43.75, 26.00, 10.82, 0.88, RUN, NONE
51834, 43.75, 26.00, 10.84, 0.88, RUN, NONE
51843, 43.36, 25.00, 10.82, 0.94, RUN, NONE
51853, 43.36, 27.00, 10.69, 0.91, RUN, NONE
51863, 43.75, 26.00, 10.69, 0.94, RUN, NONE
51873, 43.36, 27.00, 10.69, 0.91, RUN, NONE
51884, 43.36, 26.00, 10.69, 0.94, RUN, NONE
51894, 43.36, 25.00, 10.74, 0.97, RUN, NONE
51904, 43.36, 27.00, 10.84, 0.91, RUN, NONE
51914, 43.75, 25.00, 10.74, 0.97, RUN, NONE
51924, 43.36, 26.00, 10.79, 0.97, RUN, NONE
51934, 43.75, 25.00, 10.87, 0.78, RUN, NONE
51944, 42.97, 26.00, 10.66, 0.88, RUN, NONE
51954, 43.75, 25.00, 10.69, 0.88, RUN, NONE
51964, 43.75, 25.00, 10.66, 0.91, RUN, NONE
51974, 43.75, 26.00, 10.77, 1.06, RUN, NONE
51984, 43.75, 26.00, 10.82, 1.00, RUN, NONE
51994, 43.75, 26.00, 10.77, 1.19, RUN, NONE
52004, 43.36, 26.00, 10.77, 1.44, RUN, NONE
52015, 43.36, 26.00, 10.77, 0.97, RUN, NONE
52025, 42.97, 25.00, 10.77, 0.97, RUN, NONE
52035, 43.75, 26.00, 10.77, 0.94, RUN, NONE
52045, 43.36, 25.00, 10.77, 1.00, RUN, NONE
52056, 43.75, 26.00, 10.77, 0.97, RUN, NONE
52066, 43.75, 26.00, 10.79, 0.97, RUN, NONE
52076, 43.75, 26.00, 10.79, 0.97, RUN, NONE
52086, 43.36, 25.00, 10.74, 1.00, RUN, NONE
52096, 43.75, 26.00, 10.82, 0.97, RUN, NONE
52106, 43.36, 26.00, 10.74, 0.84, RUN, NONE
52116, 43.36, 26.00, 10.71, 0.84, RUN, NONE
52126, 43.75, 26.00, 10.79, 0.91, RUN, NONE
52136, 43.75, 26.00, 10.82, 0.84, RUN, NONE
52146, 43.75, 26.00, 10.69, 1.59, RUN, NONE
52156, 46.09, 26.00, 10.66, 1.56, RUN, NONE
52166, 45.70, 26.00, 10.69, 1.00, RUN, NONE
52176, 44.14, 26.00, 10.71, 1.06, RUN, NONE
52186, 43.36, 25.00, 10.79, 1.00, RUN, NONE
52196, 43.75, 26.00, 10.69, 0.94, RUN, NONE
52206, 43.75, 26.00, 10.71, 0.94, RUN, NONE
52216, 43.75, 26.00, 10.66, 0.97, RUN, NONE
52226, 43.75, 26.00, 10.69, 0.97, RUN, NONE
52236, 43.75, 26.00, 10.71, 1.22, RUN, NONE
52246, 43.36, 26.00, 10.87, 1.22, RUN, NONE
52256, 43.75, 26.00, 10.69, 1.09, RUN, NONE
52267, 43.36, 26.00, 10.74, 1.16, RUN, NONE
52276, 43.75, 26.00, 10.84, 0.94, RUN, NONE
52286, 43.36, 26.00, 10.79, 0.97, RUN, NONE
52296, 43.36, 26.00, 10.71, 0.97, RUN, NONE
52306, 43.36, 25.00, 10.77, 1.00, RUN, NONE
52316, 43.75, 26.00, 10.79, 0.81, RUN, NONE
52326, 43.36, 25.00, 10.84, 0.69, RUN, NONE
52336, 43.75, 26.00, 10.77, 0.81, RUN, NONE
52346, 43.75, 26.00, 10.79, 0.81, RUN, NONE
52356, 45.31, 26.00, 10.69, 1.00, RUN, NONE
52366, 43.75, 25.00, 10.79, 0.97, RUN, NONE
52376, 45.31, 25.00, 10.82, 0.97, RUN, NONE
52386, 44.92, 26.00, 10.71, 0.97, RUN, NONE
52397, 45.31, 26.00, 10.69, 0.97, RUN, NONE
52406, 44.92, 25.00, 10.77, 0.97, RUN, NONE
52416, 44.92, 26.00, 10.79, 1.00, RUN, NONE
52426, 45.31, 26.00, 10.82, 0.97, RUN, NONE
52436, 44.14, 26.00, 10.79, 0.94, RUN, NONE
52447, 43.36, 25.00, 10.79, 0.91, RUN, NONE
52456, 43.36, 26.00, 10.82, 0.91, RUN, NONE
52466, 43.36, 25.00, 10.79, 0.97, RUN, NONE
52476, 43.36, 26.00, 10.84, 0.94, RUN, NONE
52487, 44.14, 26.00, 10.82, 1.41, RUN, NONE
52497, 43.75, 26.00, 10.82, 1.44, RUN, NONE
52506, 43.75, 25.00, 10.77, 1.37, RUN, NONE
52516, 43.75, 26.00, 10.79, 1.44, RUN, NONE
52527, 43.36, 25.00, 10.84, 1.00, RUN, NONE
52537, 43.36, 25.00, 10.84, 0.97, RUN, NONE
52547, 43.36, 26.00, 10.87, 1.00, RUN, NONE
52557, 43.36, 25.00, 10.77, 1.00, RUN, NONE
52568, 43.36, 26.00, 10.84, 1.00, RUN, NONE
52578, 43.36, 26.00, 10.79, 0.97, RUN, NONE
52588, 43.36, 26.00, 10.84, 0.94, RUN, NONE
52598, 43.75, 26.00, 10.79, 1.00, RUN, NONE
52609, 43.75, 26.00, 10.84, 0.97, RUN, NONE
52618, 43.36, 26.00, 10.84, 0.91, RUN, NONE
52628, 43.75, 26.00, 10.82, 0.88, RUN, NONE
52638, 43.36, 26.00, 10.71, 0.91, RUN, NONE
52648, 43.36, 26.00, 10.71, 0.91, RUN, NONE
52658, 43.75, 26.00, 10.71, 0.97, RUN, NONE
52668, 45.31, 26.00, 10.69, 0.94, RUN, NONE
52678, 45.31, 26.00, 10.84, 0.97, RUN, NONE
52687, 45.31, 26.00, 10.82, 1.00, RUN, NONE
52698, 43.75, 27.00, 10.69, 0.91, RUN, NONE
52708, 43.36, 26.00, 10.84, 0.94, RUN, NONE
52718, 43.75, 26.00, 10.82, 0.97, RUN, NONE
52728, 43.75, 26.00, 10.84, 0.94, RUN, NONE
52738, 43.36, 26.00, 10.71, 1.00, RUN, NONE
52748, 43.75, 25.00, 10.84, 1.31, RUN, NONE
52758, 45.31, 27.00, 10.74, 1.41, RUN, NONE
52768, 43.36, 25.00, 10.79, 1.47, RUN, NONE
52779, 43.75, 26.00, 10.82, 1.25, RUN, NONE
52788, 43.75, 26.00, 10.71, 1.00, RUN, NONE
52798, 43.75, 27.00, 10.69, 0.91, RUN, NONE
52808, 44.14, 27.00, 10.71, 0.91, RUN, NONE
52818, 44.92, 26.00, 10.69, 0.94, RUN, NONE
52828, 43.75, 25.00, 10.79, 1.00, RUN, NONE
52838, 43.75, 25.00, 10.87, 0.81, RUN, NONE
52847, 43.75, 26.00, 10.84, 0.84, RUN, NONE
52857, 43.75, 26.00, 10.84, 0.84, RUN, NONE
52868, 43.36, 25.00, 10.82, 1.00, RUN, NONE
52878, 43.75, 26.00, 10.84, 0.97, RUN, NONE
52888, 43.75, 26.00, 10.79, 0.97, RUN, NONE
52897, 43.75, 26.00, 10.82, 0.97, RUN, NONE
52909, 43.75, 25.00, 10.77, 0.97, RUN, NONE
52918, 43.75, 26.00, 10.82, 1.00, RUN, NONE
52928, 43.75, 26.00, 10.84, 0.97, RUN, NONE
52938, 43.75, 27.00, 10.84, 0.97, RUN, NONE
52948, 43.75, 27.00, 10.79, 1.00, RUN, NONE
52958, 43.36, 27.00, 10.87, 0.88, RUN, NONE
52968, 43.75, 26.00, 10.84, 0.94, RUN, NONE
52978, 43.36, 26.00, 10.82, 0.94, RUN, NONE
52988, 43.75, 26.00, 10.84, 0.94, RUN, NONE
52998, 43.75, 25.00, 10.79, 1.22, RUN, NONE
53008, 43.75, 26.00, 10.82, 1.34, RUN, NONE
53019, 43.75, 26.00, 10.84, 1.47, RUN, NONE
53029, 43.75, 26.00, 10.82, 1.28, RUN, NONE
53039, 43.75, 26.00, 10.71, 1.00, RUN, NONE
53049, 43.75, 24.00, 10.77, 0.94, RUN, NONE
53059, 43.75, 27.00, 10.74, 0.91, RUN, NONE
53069, 43.75, 25.00, 10.90, 0.94, RUN, NONE
53080, 43.75, 27.00, 10.90, 1.00, RUN, NONE
53090, 43.75, 25.00, 10.79, 1.00, RUN, NONE
53100, 43.75, 26.00, 10.90, 0.97, RUN, NONE
53110, 43.75, 26.00, 10.74, 1.03, RUN, NONE
53121, 43.36, 27.00, 10.69, 0.97, RUN, NONE
53130, 43.75, 26.00, 10.77, 0.88, RUN, NONE
53140, 43.36, 26.00, 10.84, 0.84, RUN, NONE
53150, 43.36, 27.00, 10.77, 0.84, RUN, NONE
53160, 43.36, 26.00, 10.74, 0.88, RUN, NONE
53170, 44.53, 26.00, 10.71, 0.94, RUN, NONE
53180, 44.53, 26.00, 10.84, 1.63, RUN, NONE
53190, 46.09, 27.00, 10.71, 0.94, RUN, NONE
53200, 44.14, 26.00, 10.71, 0.91, RUN, NONE
53210, 43.36, 25.00, 10.90, 0.75, RUN, NONE
53220, 43.75, 26.00, 10.71, 1.00, RUN, NONE
53230, 43.75, 26.00, 10.71, 0.94, RUN, NONE
53240, 43.36, 27.00, 10.87, 0.97, RUN, NONE
53250, 43.36, 26.00, 10.69, 1.47, RUN, NONE
53260, 43.75, 27.00, 10.71, 1.37, RUN, NONE
53270, 45.70, 27.00, 10.77, 1.37, RUN, NONE
53280, 43.75, 26.00, 10.82, 1.47, RUN, NONE
53291, 43.75, 26.00, 10.84, 1.34, RUN, NONE
53300, 43.36, 26.00, 10.71, 1.00, RUN, NONE
53310, 43.75, 27.00, 10.79, 0.94, RUN, NONE
53320, 43.75, 27.00, 10.77, 0.91, RUN, NONE
53330, 43.75, 25.00, 10.87, 0.91, RUN, NONE
53340, 43.75, 27.00, 10.82, 0.75, RUN, NONE
53350, 43.36, 25.00, 10.84, 0.78, RUN, NONE
53360, 43.36, 26.00, 10.82, 0.97, RUN, NONE
53370, 43.36, 26.00, 10.77, 0.72, RUN, NONE
53380, 43.36, 27.00, 10.71, 1.00, RUN, NONE
53390, 43.36, 26.00, 10.71, 1.00, RUN, NONE
53400, 43.75, 25.00, 10.84, 0.97, RUN, NONE
53410, 43.75, 27.00, 10.71, 1.00, RUN, NONE
53421, 43.75, 26.00, 10.82, 1.00, RUN, NONE
53431, 43.75, 25.00, 10.82, 1.00, RUN, NONE
53440, 44.14, 27.00, 10.87, 0.97, RUN, NONE
53451, 45.31, 27.00, 10.92, 1.00, RUN, NONE
53462, 44.92, 26.00, 10.90, 0.97, RUN, NONE
53471, 43.75, 27.00, 10.77, 0.94, RUN, NONE
53481, 43.75, 25.00, 10.84, 0.94, RUN, NONE
