=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:26:02 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, 0ANDBY, NONE
326998, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327008, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327018, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327028, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327038, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
327048, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327058, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327068, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327078, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327088, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327098, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327108, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327118, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327128, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327138, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327148, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327158, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327168, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
327178, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327188, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
327198, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327208, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327218, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327228, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327238, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327248, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327258, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327268, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327278, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327288, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327298, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327308, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327318, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327328, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327339, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327349, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327359, 1.56, 22.00, 0.23, 0.01, STANDBY, NONE
327369, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327379, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327389, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327399, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327409, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327419, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327429, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327439, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327449, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
327459, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327469, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327479, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327489, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
327499, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327510, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327520, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327530, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327540, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327550, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327560, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327570, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327580, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327590, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327600, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327610, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327620, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327630, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327640, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327650, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327660, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327670, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327680, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327690, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327700, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327710, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327720, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
327730, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327740, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327750, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327760, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327770, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327780, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327790, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327800, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327810, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327820, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327830, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327840, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327851, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327861, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327871, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327881, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
327891, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327901, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327911, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
327921, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327931, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327941, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327951, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
327961, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327971, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
327981, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
327991, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328001, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328011, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328022, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328032, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328042, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328052, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328062, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328072, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328082, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328092, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328102, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328112, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328122, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328132, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328142, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328152, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328162, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328172, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328182, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328192, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328202, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328212, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328222, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328232, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328242, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328252, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328262, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328272, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328282, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328292, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328302, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328312, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328322, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328332, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328342, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328352, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328363, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
328373, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328383, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328393, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328403, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328413, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328423, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328433, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328443, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328453, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328463, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328473, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328483, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328493, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
328503, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328513, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328523, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328534, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328544, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328554, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328564, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328574, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328584, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328594, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328604, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328614, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328624, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328634, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328644, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
328654, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328664, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328674, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328684, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328694, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328704, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328714, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328724, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328734, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328744, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328754, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328764, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328774, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328784, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328794, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328804, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328814, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328824, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328834, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328844, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328854, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328864, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328875, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328885, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
328895, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328905, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328915, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328925, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328935, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
328945, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
328955, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328965, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
328975, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328985, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
328995, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329005, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329015, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329025, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329035, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329046, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329056, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329066, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329076, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329086, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329096, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329106, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329116, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329126, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329136, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329146, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329156, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329166, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329176, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329186, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329196, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329206, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329216, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329226, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329236, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329246, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329256, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329266, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329276, 1.56, 22.00, 0.23, 0.01, STANDBY, NONE
329286, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329296, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329306, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329316, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329326, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329336, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329346, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329356, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329366, 1.17, 21.00, 0.03, 0.01, STANDBY, NONE
329376, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329387, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329397, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329407, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329417, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329427, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329437, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329447, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329457, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329467, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329477, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329487, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329497, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329507, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329517, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329527, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329537, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329547, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329558, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329568, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329578, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329588, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329598, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329608, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329618, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329628, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329638, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329648, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329658, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329668, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329678, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329688, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329698, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329708, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329718, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329728, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329738, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329748, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329758, 1.56, 22.00, 0.23, 0.01, STANDBY, NONE
329768, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329778, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329788, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329798, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329808, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
329818, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
329828, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329838, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329848, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329858, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329868, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329878, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329888, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
329899, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329909, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329919, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329929, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329939, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329949, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329959, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329969, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
329979, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
329989, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
329999, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330009, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330019, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330029, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330039, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330049, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330059, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330070, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330080, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330090, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330100, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330110, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330120, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330130, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330140, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330150, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330160, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330170, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330180, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330190, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330200, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330210, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330220, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330230, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330240, 1.17, 22.00, 0.23, 0.01, STANDBY, NONE
330250, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330260, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330270, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330280, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330290, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330300, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330310, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330320, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330330, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330340, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330350, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330360, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330370, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330380, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330390, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330400, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330411, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330421, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330431, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330441, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330451, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330461, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330471, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330481, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330491, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330501, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330511, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330521, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330531, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330541, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330551, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330561, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330571, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330582, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330592, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330602, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330612, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330622, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330632, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330642, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330652, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330662, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330672, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330682, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330692, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330702, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330712, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330722, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330732, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330742, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330752, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330762, 1.17, 22.00, 0.23, 0.01, STANDBY, NONE
330772, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330782, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330792, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330802, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330812, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330822, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330832, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330842, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330852, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330862, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330872, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
330882, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330892, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330902, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330912, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330923, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330933, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
330943, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
330953, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
330963, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330973, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
330983, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
330993, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
331003, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331013, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331023, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
331033, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
331043, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
331053, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
331063, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331073, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331083, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331094, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
331104, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331114, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331124, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331134, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
331144, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
331154, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
331164, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
331174, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
331184, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
331194, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
331204, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
331214, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
