=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 15:36:44 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., VoltageB-0.12, STANDBY, NONE
16284, 509, 24.00, 15.29, -0.38, ALARM, LOW_FC_CURRENT
16294, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16304, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16314, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16324, 507, 24.00, 15.32, -0.38, ALARM, LOW_FC_CURRENT
16334, 509, 25.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
16344, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16354, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
16364, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16374, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16384, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16394, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16404, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
16414, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16424, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16434, 508, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16444, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16454, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16464, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16474, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16484, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16494, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16504, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16514, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16524, 508, 24.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
16534, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16544, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16555, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16565, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16575, 510, 25.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16585, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16595, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16605, 509, 25.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
16615, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
16625, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16635, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16645, 509, 25.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
16655, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
16665, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
16675, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16685, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16695, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16705, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16715, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16726, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16736, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16746, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16756, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16766, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16776, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16786, 508, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16796, 508, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16806, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16816, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16826, 510, 25.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
16836, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
16846, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16856, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16866, 508, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
16876, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
16886, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16896, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16906, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16916, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16926, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16936, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16946, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16956, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
16966, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16976, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16986, 509, 25.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
16996, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17006, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17016, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17026, 509, 24.00, 15.24, -0.39, ALARM, LOW_FC_CURRENT
17036, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17046, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17056, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17067, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17077, 509, 24.00, 15.27, -0.41, ALARM, LOW_FC_CURRENT
17087, 509, 24.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
17097, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17107, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17117, 509, 25.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17127, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17137, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17147, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17157, 510, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17167, 507, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17177, 509, 25.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17187, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17197, 509, 25.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
17207, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17217, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17227, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17238, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17248, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17258, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17268, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17278, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17288, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17298, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17308, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17318, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
17328, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17338, 509, 25.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17348, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17358, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17368, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17378, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17388, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17398, 508, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17408, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17418, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17428, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17438, 507, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17448, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17458, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17468, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17478, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17488, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17498, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17508, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17518, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17528, 508, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17538, 508, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17548, 509, 24.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
17558, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17568, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17579, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17589, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
17599, 508, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17609, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17619, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17629, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17639, 510, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17649, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17659, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17669, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17679, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17689, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
17699, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17709, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17719, 510, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
17729, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
17739, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17750, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17760, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17770, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17780, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17790, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17800, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17810, 510, 24.00, 15.24, -0.39, ALARM, LOW_FC_CURRENT
17820, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17830, 510, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17840, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17850, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17860, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17870, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17880, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17890, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17900, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
17910, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17920, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17930, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
17940, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17950, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17960, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
17970, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
17980, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
17990, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18000, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18010, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18020, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18030, 510, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
18040, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18050, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18060, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18070, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18080, 508, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18091, 510, 24.00, 15.22, -0.41, ALARM, LOW_FC_CURRENT
18101, 510, 24.00, 15.24, -0.41, ALARM, LOW_FC_CURRENT
18111, 509, 24.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
18121, 509, 24.00, 15.27, -0.41, ALARM, LOW_FC_CURRENT
18131, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18141, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18151, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18161, 509, 24.00, 15.22, -0.40, ALARM, LOW_FC_CURRENT
18171, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
18181, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
18191, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18201, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18211, 507, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18221, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
18231, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18241, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18251, 508, 25.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
18262, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18272, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18282, 509, 25.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18292, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
18302, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18312, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18322, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18332, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18342, 507, 24.00, 15.29, -0.38, ALARM, LOW_FC_CURRENT
18352, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18362, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18372, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18382, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18392, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18402, 509, 24.00, 15.27, -0.41, ALARM, LOW_FC_CURRENT
18412, 509, 24.00, 15.24, -0.40, ALARM, LOW_FC_CURRENT
18422, 509, 24.00, 15.27, -0.41, ALARM, LOW_FC_CURRENT
18432, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18442, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18452, 508, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18462, 508, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
18472, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18482, 507, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
18492, 508, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
18502, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
18512, 510, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
18522, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
1
