=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:51:08 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, Pr23.00, 16.28, 0.75, ALARM, HIGH_FC_PRES
2480, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2490, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2500, 0.39, 23.00, 17.47, 0.71, ALARM, HIGH_FC_PRES
2510, 0.39, 23.00, 17.47, 0.71, ALARM, HIGH_FC_PRES
2520, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2530, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2540, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2550, 0.39, 24.00, 17.47, 0.73, ALARM, HIGH_FC_PRES
2560, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2570, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2580, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2590, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2600, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2610, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2620, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2630, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2640, 0.78, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2650, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2660, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2670, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2680, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2690, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2700, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2710, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2720, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2731, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
