=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:19:51 =~=~=~=~=~=~=~=~=~=~=~=
81056, 0.00, 28.00, 10.66, -0.53, ALARM, L6_VOLTAGE
179301, 47.66, 61.00, 12.24, 0.37, RUN, NONE
179312, 47.66, 61.00, 12.14, 0.44, RUN, NONE
179321, 48.05, 61.00, 12.24, 0.16, RUN, NONE
179332, 47.66, 61.00, 12.14, 0.59, RUN, NONE
179341, 50.00, 61.00, 12.19, 0.53, RUN, NONE
179352, 47.66, 61.00, 12.11, 0.56, RUN, NONE
179361, 49.61, 61.00, 12.11, 0.47, RUN, NONE
179373, 48.05, 61.00, 12.16, 1.22, RUN, NONE
179382, 49.61, 61.00, 12.11, 0.56, RUN, NONE
179393, 47.66, 61.00, 12.16, 0.88, RUN, NONE
179402, 50.00, 61.00, 12.11, 0.78, RUN, NONE
179414, 47.66, 61.00, 12.16, 0.66, RUN, NONE
179422, 47.66, 61.00, 12.11, 0.44, RUN, NONE
179433, 47.66, 61.00, 12.09, 0.53, RUN, NONE
179442, 47.66, 61.00, 12.16, 0.47, RUN, NONE
179453, 48.05, 62.00, 12.14, 0.41, RUN, NONE
179462, 48.05, 61.00, 12.14, 0.94, RUN, NONE
179473, 47.66, 61.00, 12.16, 0.47, RUN, NONE
179482, 47.66, 61.00, 12.14, 0.75, RUN, NONE
179493, 47.66, 61.00, 12.11, 0.50, RUN, NONE
179502, 47.27, 61.00, 12.16, 0.53, RUN, NONE
179513, 50.00, 61.00, 12.14, 0.59, RUN, NONE
179522, 47.66, 61.00, 12.16, 0.53, RUN, NONE
179533, 47.66, 61.00, 12.11, 0.56, RUN, NONE
179543, 49.22, 61.00, 12.16, 0.56, RUN, NONE
179554, 47.66, 61.00, 12.14, 0.53, RUN, NONE
179563, 49.61, 61.00, 12.16, 0.47, RUN, NONE
179574, 48.05, 61.00, 12.11, 0.91, RUN, NONE
179584, 49.61, 61.00, 12.16, 0.59, RUN, NONE
179593, 48.05, 61.00, 12.19, 0.25, RUN, NONE
179604, 48.05, 61.00, 12.14, 0.41, RUN, NONE
179613, 47.66, 61.00, 12.27, 0.12, RUN, NONE
179624, 47.66, 62.00, 12.14, 0.50, RUN, NONE
179633, 50.00, 61.00, 12.14, 0.66, RUN, NONE
179644, 47.66, 61.00, 12.11, 0.78, RUN, NONE
179653, 49.61, 61.00, 12.11, 0.63, RUN, NONE
179664, 47.66, 61.00, 12.09, 0.53, RUN, NONE
179673, 47.66, 61.00, 12.19, 0.41, RUN, NONE
179684, 47.66, 61.00, 12.11, 0.53, RUN, NONE
179693, 48.05, 61.00, 12.11, 0.44, RUN, NONE
179704, 47.66, 62.00, 12.11, 0.50, RUN, NONE
179713, 48.44, 61.00, 12.21, 1.06, RUN, NONE
179724, 47.66, 61.00, 12.21, 0.41, RUN, NONE
179733, 47.66, 61.00, 12.16, 1.06, RUN, NONE
179744, 47.66, 61.00, 12.14, 0.41, RUN, NONE
179753, 47.66, 61.00, 12.19, 1.03, RUN, NONE
179764, 50.00, 61.00, 12.11, 1.03, RUN, NONE
179773, 48.83, 61.00, 12.21, 0.53, RUN, NONE
179784, 47.66, 61.00, 12.11, 0.53, RUN, NONE
179793, 47.66, 61.00, 12.19, 0.50, RUN, NONE
179804, 48.05, 61.00, 12.11, 0.56, RUN, NONE
179813, 47.66, 61.00, 12.27, 0.16, RUN, NONE
179824, 47.66, 61.00, 12.14, 0.41, RUN, NONE
179833, 47.66, 61.00, 12.21, 0.34, RUN, NONE
179843, 47.66, 61.00, 12.16, 0.53, RUN, NONE
179854, 47.66, 61.00, 12.11, 0.63, RUN, NONE
179863, 47.66, 62.00, 12.06, 0.53, RUN, NONE
179874, 48.05, 61.00, 12.09, 1.16, RUN, NONE
179884, 49.22, 61.00, 12.09, 0.50, RUN, NONE
179895, 48.05, 61.00, 12.16, 1.19, RUN, NONE
179904, 49.61, 61.00, 12.06, 0.50, RUN, NONE
179915, 47.66, 61.00, 12.14, 1.00, RUN, NONE
179924, 50.00, 61.00, 12.16, 0.47, RUN, NONE
179935, 47.66, 61.00, 12.11, 0.50, RUN, NONE
179944, 47.66, 61.00, 12.16, 0.44, RUN, NONE
179955, 47.66, 61.00, 12.14, 0.53, RUN, NONE
179964, 47.66, 61.00, 12.11, 0.47, RUN, NONE
179975, 47.66, 61.00, 12.27, 0.28, RUN, NONE
179984, 49.61, 61.00, 12.11, 1.19, RUN, NONE
179995, 47.66, 61.00, 12.21, 0.44, RUN, NONE
180004, 47.66, 61.00, 12.14, 1.09, RUN, NONE
180015, 49.61, 62.00, 12.11, 1.09, RUN, NONE
180024, 49.22, 61.00, 12.14, 0.50, RUN, NONE
180035, 50.00, 61.00, 12.11, 1.19, RUN, NONE
180044, 50.00, 62.00, 12.11, 0.53, RUN, NONE
180055, 47.66, 61.00, 12.16, 0.47, RUN, NONE
180066, 49.61, 61.00, 12.14, 0.56, RUN, NONE
180075, 47.66, 62.00, 12.11, 0.50, RUN, NONE
180086, 50.00, 61.00, 12.14, 0.84, RUN, NONE
180096, 48.05, 61.00, 12.11, 0.53, RUN, NONE
180106, 47.66, 61.00, 12.11, 0.53, RUN, NONE
180115, 47.66, 61.00, 12.19, 0.31, RUN, NONE
180126, 47.27, 61.00, 12.09, 0.50, RUN, NONE
180135, 47.66, 61.00, 12.21, 0.44, RUN, NONE
180145, 49.22, 61.00, 12.11, 0.53, RUN, NONE
180156, 48.05, 61.00, 12.14, 1.28, RUN, NONE
180165, 49.61, 61.00, 12.06, 0.50, RUN, NONE
180176, 48.05, 61.00, 12.14, 1.03, RUN, NONE
180185, 47.66, 61.00, 12.16, 0.44, RUN, NONE
180196, 47.66, 61.00, 12.11, 0.53, RUN, NONE
180205, 47.66, 61.00, 12.16, 0.47, RUN, NONE
180216, 47.66, 61.00, 12.14, 0.56, RUN, NONE
180225, 48.44, 61.00, 12.16, 0.97, RUN, NONE
180236, 47.66, 61.00, 12.16, 0.44, RUN, NONE
180245, 47.66, 61.00, 12.14, 0.81, RUN, NONE
180256, 47.66, 61.00, 12.11, 0.50, RUN, NONE
180265, 47.66, 61.00, 12.19, 0.81, RUN, NONE
180276, 50.39, 61.00, 12.11, 1.19, RUN, NONE
180286, 49.61, 62.00, 12.14, 0.50, RUN, NONE
180295, 47.66, 61.00, 12.14, 0.47, RUN, NONE
180306, 50.00, 61.00, 12.11, 0.47, RUN, NONE
180315, 47.66, 61.00, 12.24, 0.37, RUN, NONE
180326, 47.27, 61.00, 12.11, 0.50, RUN, NONE
180335, 47.66, 61.00, 12.27, 0.31, RUN, NONE
180346, 47.66, 62.00, 12.16, 0.34, RUN, NONE
180355, 50.00, 62.00, 12.11, 0.44, RUN, NONE
180366, 48.05, 61.00, 12.11, 0.78, RUN, NONE
180375, 49.61, 61.00, 12.14, 0.56, RUN, NONE
180386, 47.66, 62.00, 12.09, 0.59, RUN, NONE
180396, 48.05, 61.00, 12.14, 0.91, RUN, NONE
180407, 47.66, 61.00, 12.09, 0.53, RUN, NONE
180416, 48.05, 61.00, 12.14, 1.00, RUN, NONE
180427, 47.66, 61.00, 12.11, 0.37, RUN, NONE
180436, 48.05, 61.00, 12.16, 1.19, RUN, NONE
180446, 47.66, 61.00, 12.16, 0.31, RUN, NONE
180457, 47.66, 61.00, 12.11, 0.47, RUN, NONE
180466, 47.66, 61.00, 12.14, 0.41, RUN, NONE
180477, 47.66, 61.00, 12.11, 0.50, RUN, NONE
180486, 48.44, 61.00, 12.14, 1.19, RUN, NONE
180497, 47.66, 61.00, 12.21, 0.34, RUN, NONE
180506, 47.66, 61.00, 12.16, 1.22, RUN, NONE
180517, 47.66, 61.00, 12.19, 0.37, RUN, NONE
180526, 47.66, 62.00, 12.14, 0.50, RUN, NONE
180537, 47.66, 61.00, 12.11, 0.56, RUN, NONE
180546, 47.66, 61.00, 12.14, 0.47, RUN, NONE
180557, 50.00, 62.00, 12.11, 0.44, RUN, NONE
180567, 47.66, 61.00, 12.11, 0.50, RUN, NONE
180578, 50.00, 61.00, 12.09, 0.50, RUN, NONE
180587, 47.66, 62.00, 12.11, 0.53, RUN, NONE
180598, 50.00, 61.00, 12.14, 0.59, RUN, NONE
180608, 47.66, 61.00, 12.14, 0.53, RUN, NONE
180618, 47.66, 61.00, 12.11, 0.44, RUN, NONE
180627, 47.66, 61.00, 12.19, 0.31, RUN, NONE
180638, 47.66, 61.00, 12.14, 0.47, RUN, NONE
180647, 48.05, 61.00, 12.16, 0.44, RUN, NONE
180657, 49.22, 61.00, 12.14, 0.53, RUN, NONE
180668, 48.05, 61.00, 12.16, 1.03, RUN, NONE
180677, 49.61, 61.00, 12.16, 0.56, RUN, NONE
180688, 47.66, 61.00, 12.11, 0.56, RUN, NONE
180697, 48.05, 61.00, 12.19, 0.41, RUN, NONE
180708, 48.05, 61.00, 12.11, 0.47, RUN, NONE
180717, 48.05, 61.00, 12.09, 0.41, RUN, NONE
180728, 47.66, 62.00, 12.14, 0.53, RUN, NONE
180737, 48.05, 61.00, 12.11, 1.25, RUN, NONE
180748, 47.66, 61.00, 12.24, 0.44, RUN, NONE
180757, 47.66, 61.00, 12.19, 0.91, RUN, NONE
180768, 48.05, 61.00, 12.14, 0.41, RUN, NONE
180777, 47.66, 61.00, 12.14, 0.72, RUN, NONE
180787, 47.66, 62.00, 12.11, 0.44, RUN, NONE
180798, 48.44, 61.00, 12.14, 0.53, RUN, NONE
180807, 48.05, 62.00, 12.11, 0.47, RUN, NONE
180818, 50.00, 61.00, 12.11, 0.44, RUN, NONE
180827, 47.66, 61.00, 12.27, 0.34, RUN, NONE
180838, 47.66, 61.00, 12.11, 0.50, RUN, NONE
180847, 47.66, 61.00, 12.29, 0.16, RUN, NONE
180858, 47.66, 62.00, 12.11, 0.56, RUN, NONE
180868, 50.00, 61.00, 12.09, 0.78, RUN, NONE
180877, 48.05, 61.00, 12.14, 0.53, RUN, NONE
180888, 49.61, 61.00, 12.11, 1.09, RUN, NONE
180897, 49.22, 61.00, 12.14, 0.50, RUN, NONE
180909, 48.05, 61.00, 12.11, 0.97, RUN, NONE
180918, 49.22, 62.00, 12.14, 0.50, RUN, NONE
180929, 47.66, 61.00, 12.11, 0.84, RUN, NONE
180938, 49.61, 62.00, 12.11, 0.50, RUN, NONE
180950, 48.05, 62.00, 12.11, 1.03, RUN, NONE
180958, 47.66, 61.00, 12.14, 0.47, RUN, NONE
180969, 47.66, 61.00, 12.14, 0.56, RUN, NONE
180978, 47.66, 61.00, 12.14, 0.47, RUN, NONE
180989, 47.66, 62.00, 12.11, 0.50, RUN, NONE
180998, 50.00, 62.00, 12.14, 1.19, RUN, NONE
181009, 47.66, 62.00, 12.24, 0.34, RUN, NONE
181018, 50.00, 61.00, 12.11, 1.22, RUN, NONE
181029, 47.66, 61.00, 12.21, 0.37, RUN, NONE
181038, 48.05, 61.00, 12.11, 0.50, RUN, NONE
181049, 47.66, 62.00, 12.11, 0.53, RUN, NONE
181058, 47.66, 61.00, 12.11, 0.53, RUN, NONE
181069, 50.00, 61.00, 12.11, 0.53, RUN, NONE
181080, 48.05, 61.00, 12.14, 0.56, RUN, NONE
181089, 47.66, 61.00, 12.11, 0.47, RUN, NONE
181100, 49.61, 61.00, 12.14, 0.53, RUN, NONE
181109, 47.66, 62.00, 12.14, 0.50, RUN, NONE
181121, 50.00, 62.00, 12.11, 0.63, RUN, NONE
181129, 47.66, 62.00, 12.27, 0.09, RUN, NONE
181140, 47.27, 61.00, 12.14, 0.50, RUN, NONE
181149, 47.66, 61.00, 12.29, 0.12, RUN, NONE
181160, 47.66, 61.00, 12.11, 0.37, RUN, NONE
181169, 50.00, 61.00, 12.14, 0.56, RUN, NONE
181180, 48.05, 61.00, 12.11, 0.53, RUN, NONE
181189, 50.00, 61.00, 12.14, 0.81, RUN, NONE
181200, 47.66, 62.00, 12.19, 0.75, RUN, NONE
181210, 47.66, 62.00, 12.11, 0.47, RUN, NONE
181219, 47.66, 61.00, 12.11, 0.34, RUN, NONE
181230, 47.66, 62.00, 12.11, 0.50, RUN, NONE
181239, 48.05, 62.00, 12.14, 0.37, RUN, NONE
181250, 47.66, 61.00, 12.19, 0.37, RUN, NONE
181259, 48.05, 61.00, 12.14, 1.22, RUN, NONE
181270, 47.66, 61.00, 12.16, 0.41, RUN, NONE
181279, 47.66, 62.00, 12.14, 0.75, RUN, NONE
181291, 47.66, 61.00, 12.14, 0.44, RUN, NONE
181300, 48.05, 62.00, 12.11, 0.56, RUN, NONE
181309, 47.66, 61.00, 12.14, 0.50, RUN, NONE
181320, 49.61, 61.00, 12.11, 0.53, RUN, NONE
181329, 47.66, 61.00, 12.16, 0.50, RUN, NONE
181340, 47.66, 61.00, 12.11, 0.50, RUN, NONE
181349, 47.66, 61.00, 12.27, 0.09, RUN, NONE
181360, 47.66, 61.00, 12.11, 0.47, RUN, NONE
181370, 48.05, 61.00, 12.24, 0.22, RUN, NONE
181379, 47.66, 62.00, 12.11, 0.53, RUN, NONE
181390, 49.61, 62.00, 12.11, 0.63, RUN, NONE
181399, 47.66, 62.00, 12.11, 0.56, RUN, NONE
181410, 48.05, 61.00, 12.11, 1.00, RUN, NONE
181420, 48.44, 62.00, 12.11, 0.50, RUN, NONE
181431, 48.05, 61.00, 12.11, 0.97, RUN, NONE
181440, 50.00, 61.00, 12.11, 0.56, RUN, NONE
181451, 47.27, 61.00, 12.11, 0.56, RUN, NONE
181460, 50.00, 61.00, 12.14, 0.47, RUN, NONE
181471, 47.66, 61.00, 12.11, 0.50, RUN, NONE
181480, 48.05, 61.00, 12.11, 0.34, RUN, NONE
181491, 47.66, 61.00, 12.11, 0.47, RUN, NONE
181500, 48.05, 62.00, 12.11, 0.44, RUN, NONE
181511, 47.66, 61.00, 12.24, 0.31, RUN, NONE
181520, 48.83, 61.00, 12.16, 1.03, RUN, NONE
181531, 47.27, 62.00, 12.14, 0.44, RUN, NONE
181541, 47.66, 61.00, 12.21, 0.66, RUN, NONE
181550, 47.66, 61.00, 12.14, 0.47, RUN, NONE
181561, 48.05, 62.00, 12.11, 0.53, RUN, NONE
181570, 47.66, 61.00, 12.16, 0.47, RUN, NONE
181581, 49.61, 62.00, 12.11, 0.56, RUN, NONE
181591, 47.66, 61.00, 12.16, 0.50, RUN, NONE
181602, 48.05, 62.00, 12.11, 0.53, RUN, NONE
181611, 47.66, 62.00, 12.11, 0.53, RUN, NONE
181622, 50.00, 61.00, 12.11, 1.16, RUN, NONE
181632, 49.61, 61.00, 12.16, 0.50, RUN, NONE
181642, 47.27, 61.00, 12.11, 0.56, RUN, NONE
181651, 47.66, 61.00, 12.21, 0.28, RUN, NONE
181661, 47.66, 61.00, 12.21, 0.50, RUN, NONE
181672, 47.66, 61.00, 12.11, 0.44, RUN, NONE
181681, 49.61, 62.00, 12.09, 0.50, RUN, NONE
181692, 47.66, 61.00, 12.19, 0.84, RUN, NONE
181701, 50.00, 62.00, 12.11, 0.63, RUN, NONE
181712, 47.66, 61.00, 12.11, 0.56, RUN, NONE
181721, 48.05, 61.00, 12.14, 0.44, RUN, NONE
181732, 47.66, 61.00, 12.11, 0.53, RUN, NONE
181742, 47.66, 62.00, 12.11, 0.47, RUN, NONE
181751, 47.27, 61.00, 12.19, 0.31, RUN, NONE
181762, 47.66, 61.00, 12.11, 0.56, RUN, NONE
181771, 49.61, 62.00, 12.11, 1.03, RUN, NONE
181782, 48.05, 62.00, 12.11, 0.31, RUN, NONE
181791, 48.05, 61.00, 12.11, 1.12, RUN, NONE
181803, 47.66, 62.00, 12.21, 0.34, RUN, NONE
181811, 47.66, 61.00, 12.16, 0.53, RUN, NONE
181822, 47.66, 62.00, 12.11, 0.56, RUN, NONE
181831, 47.66, 62.00, 12.11, 0.53, RUN, NONE
181841, 48.05, 61.00, 12.16, 0.47, RUN, NONE
181852, 47.66, 61.00, 12.11, 0.50, RUN, NONE
181861, 47.66, 61.00, 12.21, 0.75, RUN, NONE
181872, 47.66, 62.00, 12.11, 0.44, RUN, NONE
181881, 47.66, 61.00, 12.21, 0.53, RUN, NONE
181892, 47.66, 62.00, 12.11, 0.59, RUN, NONE
181901, 47.66, 62.00, 12.09, 0.53, RUN, NONE
181912, 48.44, 62.00, 12.14, 1.00, RUN, NONE
181921, 50.00, 62.00, 12.11, 0.53, RUN, NONE
181933, 48.05, 61.00, 12.11, 0.97, RUN, NONE
181942, 49.61, 61.00, 12.14, 0.56, RUN, NONE
181953, 48.05, 62.00, 12.21, 0.78, RUN, NONE
181962, 50.00, 62.00, 12.11, 1.03, RUN, NONE
181972, 48.83, 61.00, 12.16, 0.50, RUN, NONE
181983, 48.05, 61.00, 12.11, 0.44, RUN, NONE
181992, 47.66, 62.00, 12.14, 0.44, RUN, NONE
182003, 47.66, 61.00, 12.11, 0.50, RUN, NONE
182012, 47.66, 62.00, 12.14, 0.44, RUN, NONE
182023, 47.66, 61.00, 12.09, 0.53, RUN, NONE
182032, 47.66, 62.00, 12.11, 1.22, RUN, NONE
182043, 47.66, 62.00, 12.14, 0.41, RUN, NONE
182052, 47.66, 61.00, 12.16, 0.78, RUN, NONE
182062, 47.66, 62.00, 12.11, 0.47, RUN, NONE
182073, 47.66, 62.00, 12.14, 0.47, RUN, NONE
182082, 47.66, 62.00, 12.11, 0.47, RUN, NONE
182093, 48.83, 62.00, 12.11, 0.66, RUN, NONE
182103, 47.66, 62.00, 12.09, 0.50, RUN, NONE
182114, 50.00, 62.00, 12.14, 0.53, RUN, NONE
182123, 47.66, 62.00, 12.14, 0.53, RUN, NONE
182134, 50.39, 61.00, 12.09, 1.19, RUN, NONE
182144, 49.61, 62.00, 12.11, 0.53, RUN, NONE
182153, 47.66, 62.00, 12.19, 0.63, RUN, NONE
182164, 47.66, 61.00, 12.11, 0.37, RUN, NONE
182173, 47.66, 62.00, 12.27, 0.12, RUN, NONE
182184, 47.66, 61.00, 12.11, 0.53, RUN, NONE
182194, 50.00, 61.00, 12.14, 0.75, RUN, NONE
182203, 47.66, 62.00, 12.11, 0.53, RUN, NONE
182214, 48.05, 62.00, 12.14, 1.19, RUN, NONE
182223, 49.61, 62.00, 12.11, 0.47, RUN, NONE
182234, 47.27, 62.00, 12.11, 0.50, RUN, NONE
182243, 48.05, 61.00, 12.11, 0.47, RUN, NONE
182254, 47.66, 61.00, 12.11, 0.50, RUN, NONE
182263, 47.66, 61.00, 12.16, 0.47, RUN, NONE
182273, 50.00, 62.00, 12.11, 0.69, RUN, NONE
182284, 47.66, 62.00, 12.11, 0.59, RUN, NONE
182293, 50.00, 62.00, 12.11, 1.16, RUN, NONE
182304, 47.66, 62.00, 12.14, 0.59, RUN, NONE
182313, 47.66, 61.00, 12.19, 1.25, RUN, NONE
182324, 49.61, 62.00, 12.11, 1.00, RUN, NONE
182334, 49.61, 62.00, 12.14, 0.47, RUN, NONE
182343, 47.66, 61.00, 12.11, 0.47, RUN, NONE
182354, 49.22, 61.00, 12.11, 0.56, RUN, NONE
182363, 47.66, 61.00, 12.24, 0.47, RUN, NONE
182374, 47.66, 61.00, 12.11, 0.50, RUN, NONE
182383, 47.66, 62.00, 12.21, 0.19, RUN, NONE
182393, 48.05, 62.00, 12.14, 1.22, RUN, NONE
182404, 49.61, 62.00, 12.11, 0.47, RUN, NONE
182413, 47.66, 61.00, 12.19, 0.56, RUN, NONE
182424, 49.61, 61.00, 12.11, 1.12, RUN, NONE
182433, 49.61, 62.00, 12.14, 0.56, RUN, NONE
182445, 47.66, 62.00, 12.14, 0.53, RUN, NONE
182454, 49.61, 61.00, 12.14, 0.50, RUN, NONE
182465, 47.66, 62.00, 12.06, 0.56, RUN, NONE
182474, 50.00, 61.00, 12.14, 0.63, RUN, NONE
182486, 47.66, 62.00, 12.11, 0.53, RUN, NONE
182495, 47.66, 61.00, 12.11, 0.47, RUN, NONE
182504, 47.66, 62.00, 12.16, 0.31, RUN, NONE
182515, 47.66, 61.00, 12.14, 0.50, RUN, NONE
182524, 47.66, 61.00, 12.14, 0.34, RUN, NONE
182535, 47.66, 61.00, 12.29, 0.41, RUN, NONE
182544, 50.00, 62.00, 12.11, 1.22, RUN, NONE
182554, 50.00, 62.00, 12.11, 0.66, RUN, NONE
182565, 47.66, 62.00, 12.16, 0.69, RUN, NONE
182574, 47.66, 61.00, 12.21, 0.47, RUN, NONE
182585, 48.05, 61.00, 12.11, 0.56, RUN, NONE
182594, 47.66, 62.00, 12.11, 0.47, RUN, NONE
182605, 49.61, 61.00, 12.11, 0.75, RUN, NONE
182615, 47.66, 62.00, 12.11, 0.50, RUN, NONE
182626, 49.61, 62.00, 12.14, 0.91, RUN, NONE
182635, 47.66, 62.00, 12.09, 0.53, RUN, NONE
182646, 47.66, 62.00, 12.09, 0.56, RUN, NONE
182656, 47.66, 61.00, 12.14, 0.53, RUN, NONE
182666, 48.05, 61.00, 12.11, 0.53, RUN, NONE
182676, 47.66, 62.00, 12.24, 0.25, RUN, NONE
182685, 48.05, 61.00, 12.24, 0.56, RUN, NONE
182696, 47.66, 62.00, 12.16, 0.44, RUN, NONE
182705, 49.61, 62.00, 12.11, 0.44, RUN, NONE
182716, 48.05, 62.00, 12.21, 0.84, RUN, NONE
182725, 50.00, 62.00, 12.11, 0.78, RUN, NONE
182735, 47.66, 61.00, 12.11, 0.53, RUN, NONE
182746, 47.66, 62.00, 12.14, 0.53, RUN, NONE
182755, 47.66, 62.00, 12.19, 0.28, RUN, NONE
182766, 47.27, 61.00, 12.09, 0.47, RUN, NONE
182775, 47.66, 62.00, 12.14, 0.41, RUN, NONE
182786, 47.66, 61.00, 12.16, 0.31, RUN, NONE
182795, 47.66, 61.00, 12.19, 1.19, RUN, NONE
182805, 50.00, 62.00, 12.11, 0.59, RUN, NONE
182816, 47.66, 62.00, 12.16, 0.69, RUN, NONE
182825, 49.61, 62.00, 12.14, 1.06, RUN, NONE
182836, 47.66, 62.00, 12.11, 0.50, RUN, NONE
182845, 47.66, 61.00, 12.19, 0.53, RUN, NONE
182856, 48.05, 62.00, 12.19, 0.56, RUN, NONE
182865, 47.66, 61.00, 12.14, 0.50, RUN, NONE
182876, 47.66, 62.00, 12.14, 0.50, RUN, NONE
182886, 47.66, 62.00, 12.27, 0.34, RUN, NONE
182895, 48.05, 62.00, 12.11, 1.25, RUN, NONE
182906, 47.66, 62.00, 12.21, 0.25, RUN, NONE
182915, 47.66, 62.00, 12.11, 0.53, RUN, NONE
182926, 47.66, 62.00, 12.11, 0.56, RUN, NONE
182935, 48.05, 62.00, 12.14, 0.50, RUN, NONE
182946, 48.83, 62.00, 12.16, 0.94, RUN, NONE
182956, 48.05, 62.00, 12.14, 0.53, RUN, NONE
182967, 47.66, 62.00, 12.09, 0.84, RUN, NONE
182977, 49.22, 62.00, 12.11, 0.84, RUN, NONE
182986, 48.05, 62.00, 12.11, 0.53, RUN, NONE
182998, 48.44, 62.00, 12.09, 1.12, RUN, NONE
183006, 48.05, 62.00, 12.11, 0.34, RUN, NONE
183017, 48.05, 62.00, 12.16, 0.47, RUN, NONE
183026, 47.66, 61.00, 12.09, 0.47, RUN, NONE
183036, 48.05, 62.00, 12.21, 0.19, RUN, NONE
183047, 47.27, 62.00, 12.11, 0.53, RUN, NONE
183056, 49.61, 61.00, 12.16, 1.00, RUN, NONE
183067, 47.66, 62.00, 12.09, 0.56, RUN, NONE
183076, 48.83, 62.00, 12.09, 1.16, RUN, NONE
183087, 49.61, 61.00, 12.14, 0.63, RUN, NONE
183097, 47.66, 62.00, 12.19, 0.50, RUN, NONE
183106, 47.66, 61.00, 12.19, 0.41, RUN, NONE
183117, 47.66, 62.00, 12.11, 0.56, RUN, NONE
183127, 47.66, 62.00, 12.14, 0.47, RUN, NONE
183138, 49.22, 62.00, 12.16, 0.53, RUN, NONE
183147, 47.66, 62.00, 12.11, 0.50, RUN, NONE
183158, 50.00, 61.00, 12.14, 1.03, RUN, NONE
183168, 49.22, 62.00, 12.11, 0.47, RUN, NONE
183177, 48.05, 61.00, 12.14, 1.06, RUN, NONE
183188, 47.66, 62.00, 12.24, 0.25, RUN, NONE
183197, 47.66, 61.00, 12.19, 0.53, RUN, NONE
183208, 47.66, 61.00, 12.11, 0.50, RUN, NONE
183217, 47.66, 61.00, 12.14, 0.56, RUN, NONE
183228, 48.05, 62.00, 12.09, 1.03, RUN, NONE
183237, 48.44, 62.00, 12.11, 0.50, RUN, NONE
183248, 47.66, 61.00, 12.16, 0.59, RUN, NONE
183257, 48.05, 61.00, 12.21, 0.41, RUN, NONE
183268, 48.05, 62.00, 12.14, 0.44, RUN, NONE
183277, 48.05, 61.00, 12.14, 0.44, RUN, NONE
183287, 47.66, 62.00, 12.27, 0.16, RUN, NONE
183298, 47.66, 61.00, 12.11, 0.66, RUN, NONE
183307, 48.05, 61.00, 12.16, 1.06, RUN, NONE
183318, 47.66, 61.00, 12.11, 0.59, RUN, NONE
183327, 48.05, 62.00, 12.09, 1.22, RUN, NONE
183339, 47.66, 61.00, 12.21, 0.25, RUN, NONE
183348, 47.66, 61.00, 12.09, 0.50, RUN, NONE
183357, 47.66, 61.00, 12.16, 0.44, RUN, NONE
183368, 47.66, 62.00, 12.11, 0.50, RUN, NONE
183377, 47.66, 62.00, 12.11, 0.47, RUN, NONE
183388, 47.27, 61.00, 12.11, 0.50, RUN, NONE
183397, 47.66, 61.00, 12.24, 0.50, RUN, NONE
183408, 47.66, 62.00, 12.09, 0.50, RUN, NONE
183417, 48.05, 62.00, 12.19, 0.25, RUN, NONE
183427, 47.66, 62.00, 12.09, 0.50, RUN, NONE
183438, 47.66, 62.00, 12.11, 0.59, RUN, NONE
183447, 47.66, 61.00, 12.16, 0.53, RUN, NONE
183458, 47.66, 61.00, 12.14, 0.53, RUN, NONE
183468, 49.22, 61.00, 12.14, 0.53, RUN, NONE
183479, 48.05, 62.00, 12.14, 1.03, RUN, NONE
183488, 50.00, 61.00, 12.11, 0.59, RUN, NONE
183498, 47.66, 61.00, 12.14, 0.53, RUN, NONE
183510, 48.44, 62.00, 12.14, 1.16, RUN, NONE
183518, 47.66, 62.00, 12.14, 0.37, RUN, NONE
183529, 47.66, 62.00, 12.11, 0.50, RUN, NONE
183538, 47.66, 61.00, 12.19, 0.44, RUN, NONE
183548, 47.66, 62.00, 12.24, 0.16, RUN, NONE
183559, 47.27, 61.00, 12.21, 0.78, RUN, NONE
183568, 50.00, 62.00, 12.11, 1.06, RUN, NONE
183579, 47.66, 62.00, 12.11, 0.34, RUN, NONE
183588, 47.66, 62.00, 12.14, 1.19, RUN, NONE
183598, 47.66, 61.00, 12.14, 0.37, RUN, NONE
183609, 47.27, 62.00, 12.14, 0.50, RUN, NONE
183618, 47.66, 62.00, 12.14, 0.44, RUN, NONE
183629, 47.66, 61.00, 12.09, 0.50, RUN, NONE
183639, 47.66, 61.00, 12.14, 0.47, RUN, NONE
183650, 49.22, 62.00, 12.11, 0.59, RUN, NONE
183659, 48.05, 62.00, 12.14, 0.47, RUN, NONE
183670, 50.00, 62.00, 12.11, 0.53, RUN, NONE
183680, 47.66, 61.00, 12.19, 0.56, RUN, NONE
183689, 47.66, 62.00, 12.09, 1.12, RUN, NONE
183700, 47.66, 62.00, 12.19, 0.28, RUN, NONE
183709, 47.66, 62.00, 12.19, 0.47, RUN, NONE
183720, 47.66, 62.00, 12.11, 0.47, RUN, NONE
183729, 48.83, 61.00, 12.14, 0.50, RUN, NONE
183739, 47.66, 62.00, 12.11, 0.47, RUN, NONE
183750, 49.61, 61.00, 12.16, 0.94, RUN, NONE
183759, 48.83, 62.00, 12.11, 0.53, RUN, NONE
183770, 47.66, 62.00, 12.11, 0.47, RUN, NONE
183779, 48.05, 62.00, 12.11, 0.44, RUN, NONE
183789, 47.66, 62.00, 12.21, 0.12, RUN, NONE
